Sample	command
COPE-0928.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0928.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0928.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0928.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0928.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0928.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0928.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0928.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0928.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0928.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0929.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0929.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0929.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0929.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0929.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0929.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0929.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0929.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0929.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0929.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0930.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0930.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0930.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0930.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0930.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0930.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0930.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0930.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0930.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0930.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0931.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0931.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0931.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0931.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0931.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0931.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0931.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0931.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0931.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0931.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0932.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0932.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0932.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0932.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0932.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0932.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0932.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0932.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0932.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0932.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0933.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0933.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0933.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0933.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0933.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0933.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0933.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0933.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0933.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0933.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0934.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0934.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0934.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0934.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0934.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0934.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0934.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0934.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0934.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0934.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0935.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0935.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0935.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0935.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0935.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0935.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0935.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0935.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0935.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0935.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0936.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0936.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0936.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0936.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0936.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0936.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0936.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0936.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0936.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0936.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0937.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0937.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0937.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0937.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0937.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0937.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0937.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0937.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0937.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0937.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0938.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0938.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0938.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0938.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0938.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0938.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0938.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0938.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0938.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0938.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0939.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0939.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0939.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0939.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0939.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0939.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0939.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0939.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0939.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0939.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0940.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0940.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0940.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0940.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0940.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0940.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0940.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0940.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0940.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0940.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0941.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0941.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0941.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0941.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0941.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0941.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0941.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0941.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0941.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0941.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0942.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0942.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0942.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0942.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0942.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0942.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0942.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0942.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0942.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0942.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0943.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0943.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0943.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0943.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0943.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0943.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0943.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0943.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0943.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0943.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0944.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0944.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0944.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0944.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0944.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0944.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0944.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0944.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0944.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0944.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0945.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0945.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0945.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0945.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0945.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0945.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0945.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0945.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0945.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0945.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0946.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0946.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0946.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0946.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0946.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0946.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0946.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0946.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0946.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0946.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0947.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0947.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0947.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0947.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0947.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0947.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0947.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0947.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0947.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0947.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0948.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0948.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0948.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0948.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0948.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0948.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0948.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0948.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0948.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0948.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0949.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0949.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0949.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0949.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0949.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0949.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0949.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0949.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0949.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0949.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0950.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0950.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0950.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0950.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0950.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0950.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0950.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0950.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0950.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0950.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0951.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0951.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0951.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0951.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0951.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0951.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0951.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0951.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0951.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0951.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0952.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0952.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0952.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0952.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0952.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0952.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0952.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0952.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0952.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0952.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0953.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0953.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0953.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0953.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0953.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0953.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0953.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0953.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0953.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0953.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
COPE-0954.r1r2_fastp	fastp --in1 NovaSeq/fq_fp1/COPE-0954.r1.fq.gz --in2 NovaSeq/fq_fp1/COPE-0954.r2.fq.gz --out1 NovaSeq/fq_fp1_fp2/COPE-0954.fp2_r1.fq.gz --out2 NovaSeq/fq_fp1_fp2/COPE-0954.fp2_r2.fq.gz --unpaired1 NovaSeq/fq_fp1_fp2/COPE-0954.fp2_unprd.fq.gz --unpaired2 NovaSeq/fq_fp1_fp2/COPE-0954.fp2_unprd.fq.gz --failed_out NovaSeq/fq_fp1_fp2/failed/COPE-0954.fp2_fail.fq.gz -h NovaSeq/fq_fp1_fp2/COPE-0954.r1r2_fastp.html -j NovaSeq/fq_fp1_fp2/COPE-0954.r1r2_fastp.json --detect_adapter_for_pe --length_required 140 --cut_front --cut_front_window_size 1 --cut_front_mean_quality 20 --cut_right --cut_right_window_size 10 --cut_right_mean_quality 20 --disable_trim_poly_g --correction --disable_quality_filtering --unqualified_percent_limit 40 --report_title Second Trim 4 De Novo R1R2 
